"filename", "language", "TypeScript JSX", "TypeScript", "Markdown", "PostCSS", "JSON with Comments", "SVG", "JSON", "JavaScript", "HTML", "comment", "blank", "total"
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/dashboard/OverviewPage.tsx", "TypeScript JSX", 124, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 151
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/management/LabPage.tsx", "TypeScript JSX", 124, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 151
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/management/RolePage.tsx", "TypeScript JSX", 169, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 202
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/management/SupplierPage.tsx", "TypeScript JSX", 125, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 156
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/management/UserPage.tsx", "TypeScript JSX", 149, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 176
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/ProjectListPage.tsx", "TypeScript JSX", 117, 0, 0, 0, 0, 0, 0, 0, 0, 20, 15, 152
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/index.tsx", "TypeScript JSX", 96, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 125
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/tabs/OverviewTab.tsx", "TypeScript JSX", 111, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 140
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/tabs/RecordsTab.tsx", "TypeScript JSX", 116, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 141
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/tabs/ReportsTab.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 120
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/tabs/RiskAssessmentsTab.tsx", "TypeScript JSX", 119, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 144
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/project/detail/tabs/TasksTab.tsx", "TypeScript JSX", 135, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 170
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/resource/EquipmentPage.tsx", "TypeScript JSX", 105, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 130
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/resource/MaterialPage.tsx", "TypeScript JSX", 113, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 138
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/resource/RequestPage.tsx", "TypeScript JSX", 122, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 148
"/Users/karanocave/Code/SmartLabManagement/fronted/src/pages/safety/IncidentPage.tsx", "TypeScript JSX", 83, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 105
"/Users/karanocave/Code/SmartLabManagement/fronted/src/router/ProtectedRoute.tsx", "TypeScript JSX", 12, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 36
"/Users/karanocave/Code/SmartLabManagement/fronted/src/router/index.tsx", "TypeScript JSX", 65, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 100
"/Users/karanocave/Code/SmartLabManagement/fronted/src/router/paths.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 18, 10, 57
"/Users/karanocave/Code/SmartLabManagement/fronted/src/store/authStore.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 28, 7, 64
"/Users/karanocave/Code/SmartLabManagement/fronted/src/store/userStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/karanocave/Code/SmartLabManagement/fronted/src/styles/global.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/karanocave/Code/SmartLabManagement/fronted/src/styles/theme.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 10, 3, 78
"/Users/karanocave/Code/SmartLabManagement/fronted/src/types/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/karanocave/Code/SmartLabManagement/fronted/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
